,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
459384,2018-08-22 11:00:00,8.24,15.35,5.66,24.86,30.53,10.65,1.24,1.63,16.23,0.84,12.96,,62.0
459385,2018-08-22 12:00:00,17.18,21.14,3.24,16.54,19.78,10.24,1.25,1.57,32.21,0.78,12.47,,62.0
459386,2018-08-22 13:00:00,24.97,34.18,2.97,15.14,18.1,10.01,1.32,1.56,34.63,1.36,8.38,,66.0
459387,2018-08-22 14:00:00,30.15,35.95,2.51,17.97,20.48,9.94,1.79,1.34,36.49,2.05,7.01,,90.0
459388,2018-08-22 15:00:00,28.59,40.3,2.18,24.86,27.04,9.67,1.67,1.48,40.7,2.23,7.67,,90.0
459389,2018-08-22 16:00:00,30.98,46.05,2.74,27.76,30.5,9.12,1.43,1.39,47.1,2.74,9.07,,90.0
459390,2018-08-22 17:00:00,37.56,56.0,2.69,32.78,35.47,9.46,1.4,1.45,50.51,2.63,7.77,,90.0
459391,2018-08-22 18:00:00,42.96,60.35,2.16,35.8,37.96,9.57,1.41,1.43,36.52,3.12,6.14,,90.0
459392,2018-08-22 19:00:00,43.82,65.27,2.26,26.03,28.29,10.64,1.35,1.57,27.28,3.66,6.01,,90.0
459393,2018-08-22 20:00:00,34.53,59.39,2.09,48.16,50.25,9.38,1.5,1.75,17.19,2.58,9.03,,90.0
459394,2018-08-22 21:00:00,36.6,58.61,2.29,52.49,54.78,7.51,1.53,1.59,12.51,3.75,8.38,,90.0
459395,2018-08-22 22:00:00,37.55,55.8,2.17,45.52,47.69,7.6,1.51,1.09,10.99,3.5,7.03,,84.0
459396,2018-08-22 23:00:00,29.52,48.72,2.05,31.0,33.06,8.71,1.38,1.2,13.85,2.62,8.3,,76.0
459397,2018-08-23 00:00:00,28.13,45.83,2.25,34.09,36.35,8.38,1.41,1.28,12.19,1.52,10.77,,76.0
459398,2018-08-23 01:00:00,38.18,41.78,2.81,41.98,44.79,8.45,1.46,1.35,5.0,1.65,9.23,,76.0
459399,2018-08-23 02:00:00,34.91,42.03,2.47,36.98,39.44,8.59,1.39,1.39,6.11,1.2,7.24,,76.0
459400,2018-08-23 03:00:00,35.06,39.22,2.49,31.6,34.09,8.52,1.27,1.48,5.59,1.02,7.91,,76.0
459401,2018-08-23 04:00:00,27.46,42.14,2.26,16.55,18.82,9.04,1.17,1.48,13.72,0.75,11.3,,76.0
459402,2018-08-23 05:00:00,19.96,37.38,3.28,27.04,30.32,9.12,1.18,1.31,8.32,0.69,10.26,,76.0
459403,2018-08-23 06:00:00,24.64,37.68,3.41,34.4,37.81,9.12,1.22,1.63,4.6,0.81,7.89,,73.0
459404,2018-08-23 07:00:00,21.0,37.83,6.3,32.87,39.17,9.34,1.21,1.65,3.72,0.85,8.19,,73.0
459405,2018-08-23 08:00:00,18.17,39.05,9.29,27.33,36.62,9.25,1.26,2.05,6.36,0.88,12.23,,73.0
459406,2018-08-23 09:00:00,23.29,44.75,5.08,19.14,24.22,9.25,1.18,1.81,15.2,0.96,12.39,,70.0
459407,2018-08-23 10:00:00,30.42,48.99,7.44,25.16,32.59,8.85,1.18,2.25,21.18,0.95,9.13,,64.0
459408,2018-08-23 11:00:00,38.65,44.17,11.05,37.71,48.75,8.65,1.34,4.28,22.79,0.92,9.53,,67.0
459409,2018-08-23 12:00:00,31.26,50.47,3.71,24.65,28.36,9.07,1.3,3.58,41.8,0.96,12.93,,67.0
459410,2018-08-23 13:00:00,31.73,52.84,3.49,20.44,23.93,8.75,1.24,3.09,42.83,1.13,14.83,,67.0
459411,2018-08-23 14:00:00,35.13,54.42,3.71,20.47,24.18,8.39,1.21,3.1,48.12,1.39,11.12,,67.0
459412,2018-08-23 15:00:00,43.76,58.9,2.8,22.98,25.82,8.68,1.22,4.78,57.16,1.24,9.74,,67.0
459413,2018-08-23 16:00:00,40.13,63.27,3.13,25.98,29.11,9.21,1.26,7.88,52.49,0.98,9.91,,67.0
459414,2018-08-23 17:00:00,31.39,70.49,2.88,36.27,39.14,8.36,1.19,11.58,45.07,1.0,10.03,,67.0
459415,2018-08-23 18:00:00,39.86,64.73,3.1,38.48,41.58,8.28,1.14,9.03,27.01,1.33,6.52,,67.0
459416,2018-08-23 19:00:00,33.5,54.55,3.4,33.58,36.98,8.3,1.19,3.95,24.89,1.28,5.5,,65.0
459417,2018-08-23 20:00:00,24.3,51.44,3.29,36.31,39.6,8.56,1.26,3.37,22.97,1.24,8.52,,63.0
459418,2018-08-23 21:00:00,23.31,49.5,3.53,48.32,51.85,8.71,1.28,2.74,22.65,1.46,9.29,,64.0
459419,2018-08-23 22:00:00,29.77,48.41,3.04,44.04,47.08,8.62,1.28,2.46,25.48,1.51,7.76,,64.0
459420,2018-08-23 23:00:00,29.24,51.39,2.71,39.76,42.47,8.96,1.28,1.94,23.4,1.34,6.73,,64.0
459421,2018-08-24 00:00:00,29.02,51.25,1.93,27.63,29.55,8.96,1.27,1.72,26.01,1.25,8.24,,64.0
459422,2018-08-24 01:00:00,31.49,53.33,1.86,21.79,23.65,8.97,1.21,1.58,27.41,0.92,10.05,,64.0
459423,2018-08-24 02:00:00,32.75,49.36,1.81,18.4,20.22,9.19,1.17,1.35,22.27,0.8,9.0,,64.0
459424,2018-08-24 03:00:00,30.53,48.64,2.21,15.68,17.89,9.27,1.15,1.25,19.53,0.79,7.07,,64.0
459425,2018-08-24 04:00:00,33.61,44.19,2.39,13.85,16.24,9.34,1.14,1.01,18.61,0.71,8.69,,64.0
459426,2018-08-24 05:00:00,27.29,39.06,2.46,20.48,22.94,8.97,1.13,1.21,15.29,0.63,11.28,,64.0
459427,2018-08-24 06:00:00,21.5,39.87,2.57,23.95,26.53,8.65,1.14,1.38,11.11,0.77,10.27,,64.0
459428,2018-08-24 07:00:00,15.7,34.55,5.75,32.01,37.77,8.72,1.22,1.63,7.36,0.85,8.81,,64.0
459429,2018-08-24 08:00:00,19.42,33.31,15.13,45.61,60.74,9.01,1.37,2.48,2.7,1.2,9.67,,68.0
459430,2018-08-24 09:00:00,26.91,43.45,15.98,47.5,63.48,8.5,1.43,5.33,6.81,2.01,12.61,,72.0
459431,2018-08-24 10:00:00,25.26,48.11,7.48,32.71,40.19,8.61,1.35,4.75,21.96,1.3,12.71,,72.0
459432,2018-08-24 11:00:00,39.98,47.01,4.32,25.31,29.63,8.4,1.27,3.64,32.62,1.08,9.3,,72.0
459433,2018-08-24 12:00:00,44.38,45.0,2.92,23.23,26.15,8.65,1.25,3.08,35.43,1.05,9.55,,72.0
459434,2018-08-24 13:00:00,44.38,45.0,2.92,23.23,26.15,8.65,1.25,3.08,35.43,1.05,9.55,,72.0
459435,2018-08-24 14:00:00,44.38,45.0,2.92,23.23,26.15,8.65,1.25,3.08,35.43,1.05,9.55,,72.0
459436,2018-08-24 15:00:00,44.38,45.0,2.92,23.23,26.15,8.65,1.25,3.08,35.43,1.05,9.55,,72.0
459437,2018-08-24 16:00:00,44.38,45.0,2.92,23.23,26.15,8.65,1.25,3.08,35.43,1.05,9.55,,72.0
459438,2018-08-24 17:00:00,44.38,45.0,2.92,23.23,26.15,8.65,1.25,3.08,35.43,1.05,9.55,,68.0
459439,2018-08-24 18:00:00,24.11,52.83,4.91,40.62,45.92,8.37,1.34,2.31,21.15,3.16,8.51,,67.0
459440,2018-08-24 19:00:00,11.43,60.94,13.54,68.88,82.42,7.06,1.53,1.59,2.77,4.16,5.37,,76.0
459441,2018-08-24 20:00:00,17.28,63.35,25.01,67.85,92.86,7.11,1.58,1.49,0.84,2.63,5.57,,79.0
459442,2018-08-24 21:00:00,20.22,61.45,8.27,60.22,68.5,7.67,1.43,1.42,2.59,2.24,8.14,,79.0
459443,2018-08-24 22:00:00,25.07,58.21,6.14,57.37,63.51,7.88,1.46,1.47,4.83,2.23,9.78,,79.0
459444,2018-08-24 23:00:00,28.48,52.88,3.62,48.74,52.37,7.46,1.34,1.55,7.41,1.71,8.23,,79.0
459445,2018-08-25 00:00:00,31.63,55.67,2.95,34.81,37.76,7.63,1.23,1.15,10.56,1.45,7.34,,79.0
459446,2018-08-25 01:00:00,26.21,51.94,2.98,27.14,30.12,8.2,1.21,1.74,11.46,1.04,9.34,,79.0
459447,2018-08-25 02:00:00,21.85,49.02,2.71,27.5,30.2,8.24,1.25,1.62,8.03,1.09,12.3,,79.0
459448,2018-08-25 03:00:00,27.63,50.13,3.54,27.89,31.43,7.91,1.2,1.72,4.91,1.09,9.88,,79.0
459449,2018-08-25 04:00:00,30.04,45.42,2.66,22.58,25.24,7.78,1.11,1.94,7.86,1.93,8.09,,73.0
459450,2018-08-25 05:00:00,26.2,41.94,2.41,16.55,18.96,8.49,1.08,1.54,7.74,1.7,9.61,,73.0
459451,2018-08-25 06:00:00,22.53,35.74,2.38,17.29,19.66,8.52,1.14,1.76,7.43,1.39,12.26,,67.0
459452,2018-08-25 07:00:00,21.19,32.38,3.12,19.46,22.58,8.22,1.13,1.58,6.82,1.26,12.56,,62.0
459453,2018-08-25 08:00:00,19.9,35.61,7.34,21.97,29.31,7.53,1.14,1.93,6.54,1.05,8.58,,62.0
459454,2018-08-25 09:00:00,18.65,38.73,6.09,19.58,25.66,7.91,1.14,1.17,11.0,1.06,11.23,,62.0
459455,2018-08-25 10:00:00,23.84,34.35,5.91,25.74,31.65,8.01,1.24,1.26,13.04,1.28,14.27,,62.0
459456,2018-08-25 11:00:00,22.3,34.99,14.46,40.28,54.75,7.02,1.36,1.32,10.66,1.49,12.81,,68.0
459457,2018-08-25 12:00:00,27.9,42.03,17.58,45.7,63.27,6.35,1.4,1.34,8.86,2.43,9.34,,70.0
459458,2018-08-25 13:00:00,24.8,35.77,12.51,35.37,47.88,6.99,1.18,0.94,11.59,2.04,10.84,,70.0
459459,2018-08-25 14:00:00,20.67,39.05,10.83,28.61,39.44,7.52,1.23,0.8,12.1,3.38,14.23,,70.0
459460,2018-08-25 15:00:00,18.0,33.72,7.92,27.99,35.91,7.62,1.18,0.94,14.01,1.55,14.9,,70.0
459461,2018-08-25 16:00:00,18.09,27.86,11.35,32.36,43.71,6.64,1.17,1.02,13.68,1.44,10.03,,70.0
459462,2018-08-25 17:00:00,14.88,40.48,7.78,31.03,38.81,7.44,1.12,1.26,14.87,2.2,10.82,,70.0
459463,2018-08-25 18:00:00,10.59,42.81,6.61,36.78,43.39,7.88,1.23,1.44,8.44,2.21,14.08,,70.0
459464,2018-08-25 19:00:00,7.85,37.99,17.64,45.98,63.61,6.91,1.29,1.6,2.81,3.64,14.48,,70.0
459465,2018-08-25 20:00:00,16.95,34.64,41.11,49.57,90.67,5.98,1.5,1.52,0.3,2.55,9.11,,75.0
459466,2018-08-25 21:00:00,19.23,31.98,26.06,51.38,77.43,6.01,1.46,1.21,0.3,3.14,10.54,,75.0
459467,2018-08-25 22:00:00,15.34,37.26,16.43,45.05,61.48,7.22,1.47,1.22,0.5,3.08,13.43,,75.0
459468,2018-08-25 23:00:00,16.36,42.42,6.34,35.73,42.07,7.75,1.29,1.45,1.39,1.93,13.42,,75.0
459469,2018-08-26 00:00:00,17.97,38.15,4.37,30.95,35.32,6.95,1.13,1.19,2.81,0.97,9.43,,75.0
459470,2018-08-26 01:00:00,18.01,34.14,3.33,22.39,25.72,7.22,1.04,1.54,5.43,1.27,9.63,,75.0
459471,2018-08-26 02:00:00,15.38,31.69,2.64,20.62,23.26,7.59,1.06,1.23,6.88,1.09,12.12,,75.0
459472,2018-08-26 03:00:00,15.72,30.48,2.62,20.27,22.89,7.74,1.08,1.4,7.02,1.37,12.56,,75.0
459473,2018-08-26 04:00:00,16.87,24.68,2.69,16.83,19.52,7.25,1.02,1.59,4.74,1.14,9.54,,74.0
459474,2018-08-26 05:00:00,13.96,19.28,2.62,15.16,17.79,7.67,0.99,0.98,5.49,1.1,8.78,,74.0
459475,2018-08-26 06:00:00,10.38,22.49,2.72,13.22,15.94,8.01,1.03,0.54,7.53,0.8,10.72,,64.0
459476,2018-08-26 07:00:00,7.44,23.27,3.25,14.34,17.59,7.8,1.08,0.82,7.9,0.63,12.37,,56.0
459477,2018-08-26 08:00:00,5.21,23.47,3.98,14.39,18.38,7.32,1.05,0.98,9.78,0.83,11.08,,54.0
459478,2018-08-26 09:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,54.0
459479,2018-08-26 10:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,54.0
459480,2018-08-26 11:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,54.0
459481,2018-08-26 12:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,54.0
459482,2018-08-26 13:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,54.0
459483,2018-08-26 14:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,54.0
459484,2018-08-26 15:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459485,2018-08-26 16:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459486,2018-08-26 17:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459487,2018-08-26 18:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459488,2018-08-26 19:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459489,2018-08-26 20:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459490,2018-08-26 21:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459491,2018-08-26 22:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459492,2018-08-26 23:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459493,2018-08-27 00:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459494,2018-08-27 01:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459495,2018-08-27 02:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459496,2018-08-27 03:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459497,2018-08-27 04:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459498,2018-08-27 05:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459499,2018-08-27 06:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459500,2018-08-27 07:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459501,2018-08-27 08:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459502,2018-08-27 09:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459503,2018-08-27 10:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459504,2018-08-27 11:00:00,4.62,23.77,3.56,12.59,16.15,7.1,1.04,1.07,11.21,0.87,10.56,,52.0
459505,2018-08-27 12:00:00,5.85,22.03,4.7,18.65,24.24,9.93,1.21,1.17,14.02,3.05,12.33,,60.0
459506,2018-08-27 13:00:00,10.69,22.14,8.48,24.59,33.07,10.73,1.19,1.02,13.01,2.62,8.12,,60.0
459507,2018-08-27 14:00:00,11.78,18.12,7.43,21.78,29.21,10.75,1.17,0.94,15.56,3.36,4.83,,60.0
459508,2018-08-27 15:00:00,13.23,19.11,5.75,24.79,30.54,10.79,1.22,0.89,14.81,2.13,7.28,,61.0
459509,2018-08-27 16:00:00,11.77,22.5,9.54,28.11,37.64,10.07,1.26,0.78,10.69,3.02,10.18,,63.0
459510,2018-08-27 17:00:00,8.83,38.31,9.9,33.24,43.14,9.46,1.08,1.08,8.1,2.45,9.76,,63.0
459511,2018-08-27 18:00:00,6.4,40.32,6.3,28.76,35.06,9.57,1.05,1.32,10.17,2.78,8.06,,63.0
459512,2018-08-27 19:00:00,4.71,31.65,7.34,35.48,42.82,9.83,1.08,1.2,8.6,2.28,9.17,,63.0
459513,2018-08-27 20:00:00,3.38,35.3,8.31,41.78,50.1,9.76,1.17,1.16,5.51,3.36,11.61,,63.0
459514,2018-08-27 21:00:00,3.0,32.9,7.25,37.37,44.62,10.41,1.14,0.92,5.03,3.22,9.84,,63.0
459515,2018-08-27 22:00:00,16.16,31.12,4.71,31.03,35.74,11.07,1.11,1.07,6.94,2.99,7.93,,63.0
459516,2018-08-27 23:00:00,17.86,31.86,3.12,26.19,29.31,11.87,1.07,1.02,9.9,1.26,8.53,,63.0
459517,2018-08-28 00:00:00,13.57,29.4,2.51,22.27,24.77,12.19,1.12,0.9,9.46,3.06,11.73,,58.0
459518,2018-08-28 01:00:00,11.15,26.16,2.84,15.93,18.77,12.66,1.03,0.98,9.89,3.74,10.8,,58.0
459519,2018-08-28 02:00:00,9.89,23.6,2.31,12.32,14.63,12.99,0.96,1.0,12.14,1.79,8.07,,58.0
459520,2018-08-28 03:00:00,10.03,22.3,2.16,11.36,13.52,12.99,0.94,1.02,9.64,3.72,8.25,,58.0
459521,2018-08-28 04:00:00,9.04,18.13,2.27,11.81,14.07,12.52,1.03,0.78,9.21,1.66,11.77,,57.0
459522,2018-08-28 05:00:00,7.43,13.81,2.11,11.98,14.09,11.82,0.98,1.41,10.81,1.0,11.15,,56.0
459523,2018-08-28 06:00:00,6.37,16.26,2.51,16.96,19.47,11.81,0.98,1.51,8.25,0.54,7.94,,56.0
459524,2018-08-28 07:00:00,4.84,14.74,3.8,21.53,25.33,11.71,1.01,1.57,7.08,1.49,8.19,,56.0
459525,2018-08-28 08:00:00,3.56,10.89,10.55,25.66,36.21,11.49,1.16,1.5,5.01,1.7,11.54,,58.0
459526,2018-08-28 09:00:00,3.36,10.49,10.96,27.52,38.48,11.02,1.14,1.05,6.45,0.69,12.72,,58.0
459527,2018-08-28 10:00:00,8.91,17.18,13.94,25.78,39.72,10.86,1.11,1.38,10.04,1.34,9.97,,58.0
459528,2018-08-28 11:00:00,14.22,17.8,11.55,22.32,33.88,10.72,1.07,1.35,12.94,0.76,9.57,,58.0
459529,2018-08-28 12:00:00,14.16,18.35,10.02,22.42,32.45,10.44,1.12,1.22,13.83,0.84,13.13,,58.0
459530,2018-08-28 13:00:00,,2.29,9.38,24.68,34.05,9.11,1.25,1.73,13.81,0.98,8.83,,62.0
459531,2018-08-28 14:00:00,23.81,51.4,8.56,26.94,35.5,9.34,1.25,1.12,10.13,2.65,5.35,,62.0
459532,2018-08-28 15:00:00,21.35,43.05,9.8,29.53,39.33,9.47,1.26,1.15,8.64,2.68,4.16,,63.0
459533,2018-08-28 16:00:00,17.46,36.07,14.18,31.88,46.07,9.48,1.33,0.82,7.9,2.8,4.23,,66.0
459534,2018-08-28 17:00:00,12.66,37.0,7.96,31.98,39.94,10.06,1.24,1.24,10.08,1.92,5.01,,66.0
459535,2018-08-28 18:00:00,17.27,32.68,7.21,34.17,41.38,9.82,1.2,1.35,9.91,1.88,4.04,,66.0
459536,2018-08-28 19:00:00,21.0,41.86,7.52,40.82,48.33,9.77,1.27,1.29,6.12,1.56,3.5,,66.0
459537,2018-08-28 20:00:00,17.66,42.11,8.15,40.09,48.24,10.74,1.36,1.08,5.67,1.75,5.63,,68.0
459538,2018-08-28 21:00:00,12.73,33.77,5.87,39.62,45.49,10.95,1.22,1.33,6.33,1.43,7.67,,68.0
459539,2018-08-28 22:00:00,9.66,31.56,3.93,36.61,40.54,11.27,1.15,1.18,6.32,1.54,5.98,,68.0
459540,2018-08-28 23:00:00,13.86,39.04,3.48,33.21,36.69,11.76,1.12,1.39,7.23,1.04,6.05,,68.0
459541,2018-08-29 00:00:00,15.84,27.63,3.06,28.93,31.99,11.95,1.1,1.06,7.71,0.89,7.0,,68.0
459542,2018-08-29 01:00:00,11.81,34.78,2.53,22.34,24.87,11.89,1.08,0.7,9.35,0.67,8.84,,68.0
459543,2018-08-29 02:00:00,8.65,33.24,2.88,19.39,22.27,11.52,1.02,1.17,9.62,0.59,8.47,,68.0
459544,2018-08-29 03:00:00,6.77,40.29,2.69,16.22,18.9,11.84,0.99,,9.82,0.52,6.5,,68.0
459545,2018-08-29 04:00:00,5.16,28.53,2.57,15.1,17.67,12.26,1.0,,9.14,0.37,7.25,,61.0
459546,2018-08-29 05:00:00,3.89,25.26,2.41,18.1,20.52,11.82,1.03,1.44,6.89,0.39,9.63,,57.0
459547,2018-08-29 06:00:00,3.52,23.47,3.4,20.69,24.1,11.25,1.04,,6.97,0.48,9.59,,56.0
459548,2018-08-29 07:00:00,11.05,16.82,4.87,22.36,27.23,11.48,1.02,,6.73,0.59,7.56,,55.0
459549,2018-08-29 08:00:00,8.15,27.71,8.88,30.1,38.97,11.2,1.11,,6.46,0.64,7.53,,56.0
459550,2018-08-29 09:00:00,8.04,27.71,9.21,30.92,40.14,11.13,1.15,,6.22,0.63,7.47,,57.0
459551,2018-08-29 10:00:00,8.04,27.71,9.21,30.92,40.14,11.13,1.15,,6.22,0.63,7.47,,57.0
459552,2018-08-29 11:00:00,8.04,27.71,9.21,30.92,40.14,11.13,1.15,,6.22,0.63,7.47,,57.0
459553,2018-08-29 12:00:00,8.04,27.71,9.21,30.92,40.14,11.13,1.15,,6.22,0.63,7.47,,57.0
459554,2018-08-29 13:00:00,24.64,28.31,9.76,26.91,36.67,11.03,1.17,0.71,14.87,1.31,9.08,,58.0
459555,2018-08-29 14:00:00,20.3,34.22,7.95,29.08,37.03,10.48,1.15,0.4,16.09,1.36,6.28,,58.0
459556,2018-08-29 15:00:00,21.08,30.82,21.02,38.92,59.93,10.64,1.18,0.48,8.22,1.26,5.0,,59.0
459557,2018-08-29 16:00:00,23.35,37.08,8.26,32.18,40.44,11.03,1.24,0.5,15.76,2.33,5.26,,62.0
459558,2018-08-29 17:00:00,17.59,36.08,11.2,41.82,53.02,10.99,0.09,1.34,6.68,2.07,6.5,,62.0
459559,2018-08-29 18:00:00,20.26,36.36,69.95,42.13,112.08,11.18,0.39,1.52,0.75,19.19,8.02,,62.0
459560,2018-08-29 19:00:00,22.49,33.65,83.45,51.4,134.85,11.8,0.58,1.56,0.33,12.4,7.33,,62.0
459561,2018-08-29 20:00:00,31.02,46.63,32.02,57.66,89.68,12.86,0.35,1.42,0.39,6.59,6.44,,62.0
459562,2018-08-29 21:00:00,23.54,46.33,27.18,54.2,81.38,12.73,1.69,1.58,0.74,4.04,8.22,,84.0
459563,2018-08-29 22:00:00,17.62,47.29,7.95,51.01,58.97,12.16,1.56,1.59,2.14,4.05,9.93,,84.0
459564,2018-08-29 23:00:00,19.81,43.09,6.26,51.23,57.49,11.62,1.45,1.54,2.56,2.66,8.14,,84.0
459565,2018-08-30 00:00:00,25.12,38.92,4.08,42.25,46.34,11.71,1.35,1.59,4.42,1.85,6.88,,84.0
459566,2018-08-30 01:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,84.0
459567,2018-08-30 02:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,84.0
459568,2018-08-30 03:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,84.0
459569,2018-08-30 04:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,84.0
459570,2018-08-30 05:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,78.0
459571,2018-08-30 06:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,72.0
459572,2018-08-30 07:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,69.0
459573,2018-08-30 08:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,70.0
459574,2018-08-30 09:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,70.0
459575,2018-08-30 10:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,70.0
459576,2018-08-30 11:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,71.0
459577,2018-08-30 12:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,71.0
459578,2018-08-30 13:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,72.0
459579,2018-08-30 14:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,72.0
459580,2018-08-30 15:00:00,25.35,38.92,4.15,42.3,46.45,11.68,1.35,1.62,4.4,1.85,6.88,,71.0
459581,2018-08-30 16:00:00,31.3,52.61,3.33,40.23,43.56,9.45,1.3,1.55,18.63,2.42,8.63,,72.0
459582,2018-08-30 17:00:00,41.13,66.26,3.58,49.26,52.84,7.71,1.29,1.09,17.58,8.84,8.42,,72.0
459583,2018-08-30 18:00:00,45.51,62.76,3.47,49.21,52.68,7.67,1.37,1.11,14.6,5.58,8.92,,68.0
459584,2018-08-30 19:00:00,40.55,67.16,5.84,41.09,46.93,7.18,1.36,1.09,9.6,3.23,9.28,,68.0
459585,2018-08-30 20:00:00,41.88,68.08,11.92,52.1,64.02,6.68,1.38,1.17,4.66,1.66,4.66,,69.0
459586,2018-08-30 21:00:00,30.06,60.54,8.46,53.82,62.28,8.12,1.37,1.04,5.94,2.01,6.69,,69.0
459587,2018-08-30 22:00:00,32.1,56.48,5.5,52.89,58.38,8.94,1.51,1.18,7.43,2.4,8.34,,76.0
459588,2018-08-30 23:00:00,34.14,60.42,3.05,39.77,42.81,8.99,1.41,1.19,12.56,2.57,9.79,,76.0
459589,2018-08-31 00:00:00,39.78,72.84,2.71,37.32,40.03,8.6,1.29,1.08,13.41,2.16,7.58,,76.0
459590,2018-08-31 01:00:00,34.74,67.09,2.28,29.79,32.08,8.56,1.18,1.35,14.89,1.8,7.12,,76.0
459591,2018-08-31 02:00:00,28.84,71.18,2.28,24.42,26.7,9.6,1.26,1.29,11.86,1.62,8.52,,76.0
459592,2018-08-31 03:00:00,32.16,71.89,2.52,25.33,27.86,9.45,1.27,1.27,8.52,1.4,9.88,,76.0
459593,2018-08-31 04:00:00,34.45,65.5,3.03,26.64,29.66,8.74,1.18,1.48,9.39,1.41,8.56,,76.0
459594,2018-08-31 05:00:00,31.87,61.1,2.54,19.93,22.47,8.85,1.09,0.85,11.79,1.2,8.05,,76.0
459595,2018-08-31 06:00:00,32.26,64.28,3.35,24.98,28.33,9.42,1.19,1.01,6.0,0.96,8.57,,70.0
459596,2018-08-31 07:00:00,34.98,61.87,4.46,24.59,29.05,9.3,1.25,0.99,8.4,1.28,10.75,,64.0
459597,2018-08-31 08:00:00,43.35,60.76,7.04,25.62,32.66,8.64,1.31,1.05,12.12,1.34,9.58,,66.0
